2.956599443932987886e-03,1.690457596418029049e-06,1.357636505881577598e-06
7.854019341832845294e-03,1.093508226628670156e-06,9.999999999999999547e-07
1.401322064071415519e-02,9.999999999999999547e-07,9.999999999999999547e-07
1.302659349380586369e-06,2.592623021317721523e-03,9.999999999999999547e-07
1.186301389207990884e-06,6.550238928117154205e-03,9.999999999999999547e-07
9.999999999999999547e-07,2.848675334843522172e-02,9.999999999999999547e-07
3.003797537570139362e-06,2.394550896368937567e-06,4.797468789446293104e-03
1.464332997317528779e-06,1.069101962638127287e-06,2.151049326311626955e-03
2.147477065194209306e-06,1.515420700112567342e-06,6.690118352804850545e-03
1.146215919632197832e-06,2.332990555749754266e-02,3.583865837935967455e-03
1.155870777090053578e-06,3.259926761091924696e-02,4.298923316537320988e-02
2.536453372981150484e-06,1.907987763813468803e-06,6.286888744596332533e-03
5.249745370181573001e-03,1.203084195966432320e-06,7.367427736271517022e-03
4.015944478893720276e-03,9.999999999999999547e-07,9.999999999999999547e-07
3.943516176653121159e-03,9.999999999999999547e-07,9.999999999999999547e-07
2.475932638322926940e-02,1.564566499622108836e-02,9.999999999999999547e-07
2.925332325969879667e-03,7.645892645407808413e-03,9.999999999999999547e-07
1.700649450131184971e-03,4.419234989220625735e-03,1.047603374930624188e-06
3.533594361013020838e-03,1.815586138445101499e-02,3.502723622080417248e-03
8.602336742695655333e-03,3.560693223197169271e-03,5.873652716437559491e-03
2.770677045036882415e-06,5.686348067993686993e-03,5.601982031500318988e-03
1.082330209304736191e-06,4.665149095805186386e-02,1.189159458466825447e-03
1.409333400209292768e-06,1.077896703364556591e-02,2.407211138148182550e-02
1.790569849446185108e-02,2.230064649043064871e-03,9.504979503418971645e-03
3.503376639467065123e-03,2.243472011623514825e-02,5.319991595838740803e-03
2.581941435615330623e-03,1.841054478446923354e-02,1.441424231027154182e-02
1.728741168525333230e-03,1.553411811620419858e-02,1.280218087297477041e-02
2.105587504044543340e-02,2.019687404158974561e-03,4.029238010251320889e-02
3.711330456973378506e-03,1.476805265398466245e-06,2.168860108367215780e-02
2.813901177899559829e-03,1.058899365752513644e-03,3.812606153950370141e-02
1.526191183081129950e-02,8.762319969695779587e-04,1.139507355344179795e-02
3.146287274054514249e-06,2.697192108095614656e-03,1.112719770413197725e-03
3.209131157737677570e-03,1.208657023296179529e-02,9.999999999999999547e-07
1.688556121704070994e-03,2.426741636066112595e-03,1.446148819192366250e-02
2.232995159622402741e-03,1.060722053279631802e-02,3.465251743079131135e-03
5.314457680576175139e-03,2.378218030923520787e-06,1.600346023211977192e-02
2.662005137517992493e-03,2.225583182665805275e-06,8.165069790309549200e-03
4.060846764514457717e-03,2.921324816744737263e-02,7.696073019729739216e-04
1.800420457225065695e-06,4.348918987865818889e-03,1.124225731618131753e-02
1.614590014463760867e-02,1.636654532381047681e-06,7.194160379291651697e-03
5.178365008557143240e-02,3.140724149338731605e-03,1.594246021477597683e-02
2.101564625865982080e-03,8.953083799755932187e-03,3.853281950133808720e-04
2.735330938272052294e-03,2.162502219504077242e-02,1.169093680166584902e-03
2.813689984500955012e-03,2.420939372970548620e-02,1.026569805029802114e-02
6.546066087990454890e-03,1.584333951778179803e-02,9.429912387739713964e-03
9.065890338735943868e-03,1.497553858715140566e-02,1.541176676159993885e-03
2.391934388035782053e-02,2.861730664277295760e-03,6.287810036617342418e-04
2.711034981753045539e-02,9.999999999999999547e-07,2.194256983034365005e-02
7.482766066419879419e-06,6.949183508196433075e-06,8.462911441666328555e-03
2.523788735272416636e-02,1.131004514304905940e-06,1.074987407449491152e-02
7.223393427151417363e-03,2.381702952186117925e-02,6.115780210770677301e-03
